ArrayTaskID	Model_Type	Subject	Sensor	Hours	Event	Sampling	Model	Binary	Epochs	Callbacks
644	indv	26-tc	left	dlh2	classification	_smote	randomforest	True	1000	None
645	indv	26-tc	left	dlh2	classification	_smote	lr	True	100	None
646	indv	26-tc	left	dlh2	classification	_smote	lr	True	200	None
647	indv	26-tc	left	dlh2	classification	_smote	lr	True	500	None
648	indv	26-tc	left	dlh2	classification	_smote	lr	True	1000	None
649	indv	31-ns	left	dlh0	classification	_None	randomforest	True	100	None
650	indv	31-ns	left	dlh0	classification	_None	randomforest	True	200	None
651	indv	31-ns	left	dlh0	classification	_None	randomforest	True	500	None
652	indv	31-ns	left	dlh0	classification	_None	randomforest	True	1000	None
653	indv	31-ns	left	dlh0	classification	_None	lr	True	100	None
654	indv	31-ns	left	dlh0	classification	_None	lr	True	200	None
655	indv	31-ns	left	dlh0	classification	_None	lr	True	500	None
656	indv	31-ns	left	dlh0	classification	_None	lr	True	1000	None
657	indv	31-ns	left	dlh0	classification	_downsample	randomforest	True	100	None
658	indv	31-ns	left	dlh0	classification	_downsample	randomforest	True	200	None
659	indv	31-ns	left	dlh0	classification	_downsample	randomforest	True	500	None
660	indv	31-ns	left	dlh0	classification	_downsample	randomforest	True	1000	None
661	indv	31-ns	left	dlh0	classification	_downsample	lr	True	100	None
662	indv	31-ns	left	dlh0	classification	_downsample	lr	True	200	None
663	indv	31-ns	left	dlh0	classification	_downsample	lr	True	500	None
664	indv	31-ns	left	dlh0	classification	_downsample	lr	True	1000	None
665	indv	31-ns	left	dlh0	classification	_smote	randomforest	True	100	None
666	indv	31-ns	left	dlh0	classification	_smote	randomforest	True	200	None
667	indv	31-ns	left	dlh0	classification	_smote	randomforest	True	500	None
668	indv	31-ns	left	dlh0	classification	_smote	randomforest	True	1000	None
669	indv	31-ns	left	dlh0	classification	_smote	lr	True	100	None
670	indv	31-ns	left	dlh0	classification	_smote	lr	True	200	None
671	indv	31-ns	left	dlh0	classification	_smote	lr	True	500	None
672	indv	31-ns	left	dlh0	classification	_smote	lr	True	1000	None
673	indv	31-ns	left	dlh1	classification	_None	randomforest	True	100	None
674	indv	31-ns	left	dlh1	classification	_None	randomforest	True	200	None
675	indv	31-ns	left	dlh1	classification	_None	randomforest	True	500	None
676	indv	31-ns	left	dlh1	classification	_None	randomforest	True	1000	None
677	indv	31-ns	left	dlh1	classification	_None	lr	True	100	None
678	indv	31-ns	left	dlh1	classification	_None	lr	True	200	None
679	indv	31-ns	left	dlh1	classification	_None	lr	True	500	None
680	indv	31-ns	left	dlh1	classification	_None	lr	True	1000	None
681	indv	31-ns	left	dlh1	classification	_downsample	randomforest	True	100	None
682	indv	31-ns	left	dlh1	classification	_downsample	randomforest	True	200	None
683	indv	31-ns	left	dlh1	classification	_downsample	randomforest	True	500	None
684	indv	31-ns	left	dlh1	classification	_downsample	randomforest	True	1000	None
685	indv	31-ns	left	dlh1	classification	_downsample	lr	True	100	None
686	indv	31-ns	left	dlh1	classification	_downsample	lr	True	200	None
687	indv	31-ns	left	dlh1	classification	_downsample	lr	True	500	None
688	indv	31-ns	left	dlh1	classification	_downsample	lr	True	1000	None
689	indv	31-ns	left	dlh1	classification	_smote	randomforest	True	100	None
690	indv	31-ns	left	dlh1	classification	_smote	randomforest	True	200	None
691	indv	31-ns	left	dlh1	classification	_smote	randomforest	True	500	None
692	indv	31-ns	left	dlh1	classification	_smote	randomforest	True	1000	None
693	indv	31-ns	left	dlh1	classification	_smote	lr	True	100	None
694	indv	31-ns	left	dlh1	classification	_smote	lr	True	200	None
695	indv	31-ns	left	dlh1	classification	_smote	lr	True	500	None
696	indv	31-ns	left	dlh1	classification	_smote	lr	True	1000	None
697	indv	31-ns	left	dlh2	classification	_None	randomforest	True	100	None
698	indv	31-ns	left	dlh2	classification	_None	randomforest	True	200	None
699	indv	31-ns	left	dlh2	classification	_None	randomforest	True	500	None
700	indv	31-ns	left	dlh2	classification	_None	randomforest	True	1000	None
701	indv	31-ns	left	dlh2	classification	_None	lr	True	100	None
702	indv	31-ns	left	dlh2	classification	_None	lr	True	200	None
703	indv	31-ns	left	dlh2	classification	_None	lr	True	500	None
704	indv	31-ns	left	dlh2	classification	_None	lr	True	1000	None
705	indv	31-ns	left	dlh2	classification	_downsample	randomforest	True	100	None
706	indv	31-ns	left	dlh2	classification	_downsample	randomforest	True	200	None
707	indv	31-ns	left	dlh2	classification	_downsample	randomforest	True	500	None
708	indv	31-ns	left	dlh2	classification	_downsample	randomforest	True	1000	None
709	indv	31-ns	left	dlh2	classification	_downsample	lr	True	100	None
710	indv	31-ns	left	dlh2	classification	_downsample	lr	True	200	None
711	indv	31-ns	left	dlh2	classification	_downsample	lr	True	500	None
712	indv	31-ns	left	dlh2	classification	_downsample	lr	True	1000	None
713	indv	31-ns	left	dlh2	classification	_smote	randomforest	True	100	None
714	indv	31-ns	left	dlh2	classification	_smote	randomforest	True	200	None
715	indv	31-ns	left	dlh2	classification	_smote	randomforest	True	500	None
716	indv	31-ns	left	dlh2	classification	_smote	randomforest	True	1000	None
717	indv	31-ns	left	dlh2	classification	_smote	lr	True	100	None
718	indv	31-ns	left	dlh2	classification	_smote	lr	True	200	None
719	indv	31-ns	left	dlh2	classification	_smote	lr	True	500	None
720	indv	31-ns	left	dlh2	classification	_smote	lr	True	1000	None
721	indv	32-rf	left	dlh0	classification	_None	randomforest	True	100	None
722	indv	32-rf	left	dlh0	classification	_None	randomforest	True	200	None
723	indv	32-rf	left	dlh0	classification	_None	randomforest	True	500	None
724	indv	32-rf	left	dlh0	classification	_None	randomforest	True	1000	None
725	indv	32-rf	left	dlh0	classification	_None	lr	True	100	None
726	indv	32-rf	left	dlh0	classification	_None	lr	True	200	None
727	indv	32-rf	left	dlh0	classification	_None	lr	True	500	None
728	indv	32-rf	left	dlh0	classification	_None	lr	True	1000	None
729	indv	32-rf	left	dlh0	classification	_downsample	randomforest	True	100	None
730	indv	32-rf	left	dlh0	classification	_downsample	randomforest	True	200	None
731	indv	32-rf	left	dlh0	classification	_downsample	randomforest	True	500	None
732	indv	32-rf	left	dlh0	classification	_downsample	randomforest	True	1000	None
733	indv	32-rf	left	dlh0	classification	_downsample	lr	True	100	None
734	indv	32-rf	left	dlh0	classification	_downsample	lr	True	200	None
735	indv	32-rf	left	dlh0	classification	_downsample	lr	True	500	None
736	indv	32-rf	left	dlh0	classification	_downsample	lr	True	1000	None
737	indv	32-rf	left	dlh0	classification	_smote	randomforest	True	100	None
738	indv	32-rf	left	dlh0	classification	_smote	randomforest	True	200	None
739	indv	32-rf	left	dlh0	classification	_smote	randomforest	True	500	None
740	indv	32-rf	left	dlh0	classification	_smote	randomforest	True	1000	None
741	indv	32-rf	left	dlh0	classification	_smote	lr	True	100	None
742	indv	32-rf	left	dlh0	classification	_smote	lr	True	200	None
743	indv	32-rf	left	dlh0	classification	_smote	lr	True	500	None
744	indv	32-rf	left	dlh0	classification	_smote	lr	True	1000	None
745	indv	32-rf	left	dlh1	classification	_None	randomforest	True	100	None
746	indv	32-rf	left	dlh1	classification	_None	randomforest	True	200	None
747	indv	32-rf	left	dlh1	classification	_None	randomforest	True	500	None
748	indv	32-rf	left	dlh1	classification	_None	randomforest	True	1000	None
749	indv	32-rf	left	dlh1	classification	_None	lr	True	100	None
750	indv	32-rf	left	dlh1	classification	_None	lr	True	200	None
751	indv	32-rf	left	dlh1	classification	_None	lr	True	500	None
752	indv	32-rf	left	dlh1	classification	_None	lr	True	1000	None
753	indv	32-rf	left	dlh1	classification	_downsample	randomforest	True	100	None
754	indv	32-rf	left	dlh1	classification	_downsample	randomforest	True	200	None
755	indv	32-rf	left	dlh1	classification	_downsample	randomforest	True	500	None
756	indv	32-rf	left	dlh1	classification	_downsample	randomforest	True	1000	None
757	indv	32-rf	left	dlh1	classification	_downsample	lr	True	100	None
758	indv	32-rf	left	dlh1	classification	_downsample	lr	True	200	None
759	indv	32-rf	left	dlh1	classification	_downsample	lr	True	500	None
760	indv	32-rf	left	dlh1	classification	_downsample	lr	True	1000	None
761	indv	32-rf	left	dlh1	classification	_smote	randomforest	True	100	None
762	indv	32-rf	left	dlh1	classification	_smote	randomforest	True	200	None
763	indv	32-rf	left	dlh1	classification	_smote	randomforest	True	500	None
764	indv	32-rf	left	dlh1	classification	_smote	randomforest	True	1000	None
765	indv	32-rf	left	dlh1	classification	_smote	lr	True	100	None
766	indv	32-rf	left	dlh1	classification	_smote	lr	True	200	None
767	indv	32-rf	left	dlh1	classification	_smote	lr	True	500	None
768	indv	32-rf	left	dlh1	classification	_smote	lr	True	1000	None
769	indv	32-rf	left	dlh2	classification	_None	randomforest	True	100	None
770	indv	32-rf	left	dlh2	classification	_None	randomforest	True	200	None
771	indv	32-rf	left	dlh2	classification	_None	randomforest	True	500	None
772	indv	32-rf	left	dlh2	classification	_None	randomforest	True	1000	None
773	indv	32-rf	left	dlh2	classification	_None	lr	True	100	None
774	indv	32-rf	left	dlh2	classification	_None	lr	True	200	None
775	indv	32-rf	left	dlh2	classification	_None	lr	True	500	None
776	indv	32-rf	left	dlh2	classification	_None	lr	True	1000	None
777	indv	32-rf	left	dlh2	classification	_downsample	randomforest	True	100	None
778	indv	32-rf	left	dlh2	classification	_downsample	randomforest	True	200	None
779	indv	32-rf	left	dlh2	classification	_downsample	randomforest	True	500	None
780	indv	32-rf	left	dlh2	classification	_downsample	randomforest	True	1000	None
781	indv	32-rf	left	dlh2	classification	_downsample	lr	True	100	None
782	indv	32-rf	left	dlh2	classification	_downsample	lr	True	200	None
783	indv	32-rf	left	dlh2	classification	_downsample	lr	True	500	None
784	indv	32-rf	left	dlh2	classification	_downsample	lr	True	1000	None
785	indv	32-rf	left	dlh2	classification	_smote	randomforest	True	100	None
786	indv	32-rf	left	dlh2	classification	_smote	randomforest	True	200	None
787	indv	32-rf	left	dlh2	classification	_smote	randomforest	True	500	None
788	indv	32-rf	left	dlh2	classification	_smote	randomforest	True	1000	None
789	indv	32-rf	left	dlh2	classification	_smote	lr	True	100	None
790	indv	32-rf	left	dlh2	classification	_smote	lr	True	200	None
791	indv	32-rf	left	dlh2	classification	_smote	lr	True	500	None
792	indv	32-rf	left	dlh2	classification	_smote	lr	True	1000	None
793	indv	36-af	left	dlh0	classification	_None	randomforest	True	100	None
794	indv	36-af	left	dlh0	classification	_None	randomforest	True	200	None
795	indv	36-af	left	dlh0	classification	_None	randomforest	True	500	None
796	indv	36-af	left	dlh0	classification	_None	randomforest	True	1000	None
797	indv	36-af	left	dlh0	classification	_None	lr	True	100	None
798	indv	36-af	left	dlh0	classification	_None	lr	True	200	None
799	indv	36-af	left	dlh0	classification	_None	lr	True	500	None
800	indv	36-af	left	dlh0	classification	_None	lr	True	1000	None
801	indv	36-af	left	dlh0	classification	_downsample	randomforest	True	100	None
802	indv	36-af	left	dlh0	classification	_downsample	randomforest	True	200	None
803	indv	36-af	left	dlh0	classification	_downsample	randomforest	True	500	None
804	indv	36-af	left	dlh0	classification	_downsample	randomforest	True	1000	None
805	indv	36-af	left	dlh0	classification	_downsample	lr	True	100	None
806	indv	36-af	left	dlh0	classification	_downsample	lr	True	200	None
807	indv	36-af	left	dlh0	classification	_downsample	lr	True	500	None
808	indv	36-af	left	dlh0	classification	_downsample	lr	True	1000	None
809	indv	36-af	left	dlh0	classification	_smote	randomforest	True	100	None
810	indv	36-af	left	dlh0	classification	_smote	randomforest	True	200	None
811	indv	36-af	left	dlh0	classification	_smote	randomforest	True	500	None
812	indv	36-af	left	dlh0	classification	_smote	randomforest	True	1000	None
813	indv	36-af	left	dlh0	classification	_smote	lr	True	100	None
814	indv	36-af	left	dlh0	classification	_smote	lr	True	200	None
815	indv	36-af	left	dlh0	classification	_smote	lr	True	500	None
816	indv	36-af	left	dlh0	classification	_smote	lr	True	1000	None
817	indv	36-af	left	dlh1	classification	_None	randomforest	True	100	None
818	indv	36-af	left	dlh1	classification	_None	randomforest	True	200	None
819	indv	36-af	left	dlh1	classification	_None	randomforest	True	500	None
820	indv	36-af	left	dlh1	classification	_None	randomforest	True	1000	None
821	indv	36-af	left	dlh1	classification	_None	lr	True	100	None
822	indv	36-af	left	dlh1	classification	_None	lr	True	200	None
823	indv	36-af	left	dlh1	classification	_None	lr	True	500	None
824	indv	36-af	left	dlh1	classification	_None	lr	True	1000	None
825	indv	36-af	left	dlh1	classification	_downsample	randomforest	True	100	None
826	indv	36-af	left	dlh1	classification	_downsample	randomforest	True	200	None
827	indv	36-af	left	dlh1	classification	_downsample	randomforest	True	500	None
828	indv	36-af	left	dlh1	classification	_downsample	randomforest	True	1000	None
829	indv	36-af	left	dlh1	classification	_downsample	lr	True	100	None
830	indv	36-af	left	dlh1	classification	_downsample	lr	True	200	None
831	indv	36-af	left	dlh1	classification	_downsample	lr	True	500	None
832	indv	36-af	left	dlh1	classification	_downsample	lr	True	1000	None
833	indv	36-af	left	dlh1	classification	_smote	randomforest	True	100	None
834	indv	36-af	left	dlh1	classification	_smote	randomforest	True	200	None
835	indv	36-af	left	dlh1	classification	_smote	randomforest	True	500	None
836	indv	36-af	left	dlh1	classification	_smote	randomforest	True	1000	None
837	indv	36-af	left	dlh1	classification	_smote	lr	True	100	None
838	indv	36-af	left	dlh1	classification	_smote	lr	True	200	None
839	indv	36-af	left	dlh1	classification	_smote	lr	True	500	None
840	indv	36-af	left	dlh1	classification	_smote	lr	True	1000	None
841	indv	36-af	left	dlh2	classification	_None	randomforest	True	100	None
842	indv	36-af	left	dlh2	classification	_None	randomforest	True	200	None
843	indv	36-af	left	dlh2	classification	_None	randomforest	True	500	None
844	indv	36-af	left	dlh2	classification	_None	randomforest	True	1000	None
845	indv	36-af	left	dlh2	classification	_None	lr	True	100	None
846	indv	36-af	left	dlh2	classification	_None	lr	True	200	None
847	indv	36-af	left	dlh2	classification	_None	lr	True	500	None
848	indv	36-af	left	dlh2	classification	_None	lr	True	1000	None
849	indv	36-af	left	dlh2	classification	_downsample	randomforest	True	100	None
850	indv	36-af	left	dlh2	classification	_downsample	randomforest	True	200	None
851	indv	36-af	left	dlh2	classification	_downsample	randomforest	True	500	None
852	indv	36-af	left	dlh2	classification	_downsample	randomforest	True	1000	None
853	indv	36-af	left	dlh2	classification	_downsample	lr	True	100	None
854	indv	36-af	left	dlh2	classification	_downsample	lr	True	200	None
855	indv	36-af	left	dlh2	classification	_downsample	lr	True	500	None
856	indv	36-af	left	dlh2	classification	_downsample	lr	True	1000	None
857	indv	36-af	left	dlh2	classification	_smote	randomforest	True	100	None
858	indv	36-af	left	dlh2	classification	_smote	randomforest	True	200	None
859	indv	36-af	left	dlh2	classification	_smote	randomforest	True	500	None
860	indv	36-af	left	dlh2	classification	_smote	randomforest	True	1000	None
861	indv	36-af	left	dlh2	classification	_smote	lr	True	100	None
862	indv	36-af	left	dlh2	classification	_smote	lr	True	200	None
863	indv	36-af	left	dlh2	classification	_smote	lr	True	500	None
864	indv	36-af	left	dlh2	classification	_smote	lr	True	1000	None
865	indv	38-cs	left	dlh0	classification	_None	randomforest	True	100	None
866	indv	38-cs	left	dlh0	classification	_None	randomforest	True	200	None
867	indv	38-cs	left	dlh0	classification	_None	randomforest	True	500	None
868	indv	38-cs	left	dlh0	classification	_None	randomforest	True	1000	None
869	indv	38-cs	left	dlh0	classification	_None	lr	True	100	None
870	indv	38-cs	left	dlh0	classification	_None	lr	True	200	None
871	indv	38-cs	left	dlh0	classification	_None	lr	True	500	None
872	indv	38-cs	left	dlh0	classification	_None	lr	True	1000	None
873	indv	38-cs	left	dlh0	classification	_downsample	randomforest	True	100	None
874	indv	38-cs	left	dlh0	classification	_downsample	randomforest	True	200	None
875	indv	38-cs	left	dlh0	classification	_downsample	randomforest	True	500	None
876	indv	38-cs	left	dlh0	classification	_downsample	randomforest	True	1000	None
877	indv	38-cs	left	dlh0	classification	_downsample	lr	True	100	None
878	indv	38-cs	left	dlh0	classification	_downsample	lr	True	200	None
879	indv	38-cs	left	dlh0	classification	_downsample	lr	True	500	None
880	indv	38-cs	left	dlh0	classification	_downsample	lr	True	1000	None
881	indv	38-cs	left	dlh0	classification	_smote	randomforest	True	100	None
882	indv	38-cs	left	dlh0	classification	_smote	randomforest	True	200	None
883	indv	38-cs	left	dlh0	classification	_smote	randomforest	True	500	None
884	indv	38-cs	left	dlh0	classification	_smote	randomforest	True	1000	None
885	indv	38-cs	left	dlh0	classification	_smote	lr	True	100	None
886	indv	38-cs	left	dlh0	classification	_smote	lr	True	200	None
887	indv	38-cs	left	dlh0	classification	_smote	lr	True	500	None
888	indv	38-cs	left	dlh0	classification	_smote	lr	True	1000	None
889	indv	38-cs	left	dlh1	classification	_None	randomforest	True	100	None
890	indv	38-cs	left	dlh1	classification	_None	randomforest	True	200	None
891	indv	38-cs	left	dlh1	classification	_None	randomforest	True	500	None
892	indv	38-cs	left	dlh1	classification	_None	randomforest	True	1000	None
893	indv	38-cs	left	dlh1	classification	_None	lr	True	100	None
894	indv	38-cs	left	dlh1	classification	_None	lr	True	200	None
895	indv	38-cs	left	dlh1	classification	_None	lr	True	500	None
896	indv	38-cs	left	dlh1	classification	_None	lr	True	1000	None
897	indv	38-cs	left	dlh1	classification	_downsample	randomforest	True	100	None
898	indv	38-cs	left	dlh1	classification	_downsample	randomforest	True	200	None
899	indv	38-cs	left	dlh1	classification	_downsample	randomforest	True	500	None
900	indv	38-cs	left	dlh1	classification	_downsample	randomforest	True	1000	None
901	indv	38-cs	left	dlh1	classification	_downsample	lr	True	100	None
902	indv	38-cs	left	dlh1	classification	_downsample	lr	True	200	None
903	indv	38-cs	left	dlh1	classification	_downsample	lr	True	500	None
904	indv	38-cs	left	dlh1	classification	_downsample	lr	True	1000	None
905	indv	38-cs	left	dlh1	classification	_smote	randomforest	True	100	None
906	indv	38-cs	left	dlh1	classification	_smote	randomforest	True	200	None
907	indv	38-cs	left	dlh1	classification	_smote	randomforest	True	500	None
908	indv	38-cs	left	dlh1	classification	_smote	randomforest	True	1000	None
909	indv	38-cs	left	dlh1	classification	_smote	lr	True	100	None
910	indv	38-cs	left	dlh1	classification	_smote	lr	True	200	None
911	indv	38-cs	left	dlh1	classification	_smote	lr	True	500	None
912	indv	38-cs	left	dlh1	classification	_smote	lr	True	1000	None
913	indv	38-cs	left	dlh2	classification	_None	randomforest	True	100	None
914	indv	38-cs	left	dlh2	classification	_None	randomforest	True	200	None
915	indv	38-cs	left	dlh2	classification	_None	randomforest	True	500	None
916	indv	38-cs	left	dlh2	classification	_None	randomforest	True	1000	None
917	indv	38-cs	left	dlh2	classification	_None	lr	True	100	None
918	indv	38-cs	left	dlh2	classification	_None	lr	True	200	None
919	indv	38-cs	left	dlh2	classification	_None	lr	True	500	None
920	indv	38-cs	left	dlh2	classification	_None	lr	True	1000	None
921	indv	38-cs	left	dlh2	classification	_downsample	randomforest	True	100	None
922	indv	38-cs	left	dlh2	classification	_downsample	randomforest	True	200	None
923	indv	38-cs	left	dlh2	classification	_downsample	randomforest	True	500	None
924	indv	38-cs	left	dlh2	classification	_downsample	randomforest	True	1000	None
925	indv	38-cs	left	dlh2	classification	_downsample	lr	True	100	None
926	indv	38-cs	left	dlh2	classification	_downsample	lr	True	200	None
927	indv	38-cs	left	dlh2	classification	_downsample	lr	True	500	None
928	indv	38-cs	left	dlh2	classification	_downsample	lr	True	1000	None
929	indv	38-cs	left	dlh2	classification	_smote	randomforest	True	100	None
930	indv	38-cs	left	dlh2	classification	_smote	randomforest	True	200	None
931	indv	38-cs	left	dlh2	classification	_smote	randomforest	True	500	None
932	indv	38-cs	left	dlh2	classification	_smote	randomforest	True	1000	None
933	indv	38-cs	left	dlh2	classification	_smote	lr	True	100	None
934	indv	38-cs	left	dlh2	classification	_smote	lr	True	200	None
935	indv	38-cs	left	dlh2	classification	_smote	lr	True	500	None
936	indv	38-cs	left	dlh2	classification	_smote	lr	True	1000	None
937	indv	39-dg	left	dlh0	classification	_None	randomforest	True	100	None
938	indv	39-dg	left	dlh0	classification	_None	randomforest	True	200	None
939	indv	39-dg	left	dlh0	classification	_None	randomforest	True	500	None
940	indv	39-dg	left	dlh0	classification	_None	randomforest	True	1000	None
941	indv	39-dg	left	dlh0	classification	_None	lr	True	100	None
942	indv	39-dg	left	dlh0	classification	_None	lr	True	200	None
943	indv	39-dg	left	dlh0	classification	_None	lr	True	500	None
944	indv	39-dg	left	dlh0	classification	_None	lr	True	1000	None
945	indv	39-dg	left	dlh0	classification	_downsample	randomforest	True	100	None
946	indv	39-dg	left	dlh0	classification	_downsample	randomforest	True	200	None
947	indv	39-dg	left	dlh0	classification	_downsample	randomforest	True	500	None
948	indv	39-dg	left	dlh0	classification	_downsample	randomforest	True	1000	None
949	indv	39-dg	left	dlh0	classification	_downsample	lr	True	100	None
950	indv	39-dg	left	dlh0	classification	_downsample	lr	True	200	None
951	indv	39-dg	left	dlh0	classification	_downsample	lr	True	500	None
952	indv	39-dg	left	dlh0	classification	_downsample	lr	True	1000	None
953	indv	39-dg	left	dlh0	classification	_smote	randomforest	True	100	None
954	indv	39-dg	left	dlh0	classification	_smote	randomforest	True	200	None
955	indv	39-dg	left	dlh0	classification	_smote	randomforest	True	500	None
956	indv	39-dg	left	dlh0	classification	_smote	randomforest	True	1000	None
957	indv	39-dg	left	dlh0	classification	_smote	lr	True	100	None
958	indv	39-dg	left	dlh0	classification	_smote	lr	True	200	None
959	indv	39-dg	left	dlh0	classification	_smote	lr	True	500	None
960	indv	39-dg	left	dlh0	classification	_smote	lr	True	1000	None
961	indv	39-dg	left	dlh1	classification	_None	randomforest	True	100	None
962	indv	39-dg	left	dlh1	classification	_None	randomforest	True	200	None
963	indv	39-dg	left	dlh1	classification	_None	randomforest	True	500	None
964	indv	39-dg	left	dlh1	classification	_None	randomforest	True	1000	None
965	indv	39-dg	left	dlh1	classification	_None	lr	True	100	None
966	indv	39-dg	left	dlh1	classification	_None	lr	True	200	None
967	indv	39-dg	left	dlh1	classification	_None	lr	True	500	None
968	indv	39-dg	left	dlh1	classification	_None	lr	True	1000	None
969	indv	39-dg	left	dlh1	classification	_downsample	randomforest	True	100	None
970	indv	39-dg	left	dlh1	classification	_downsample	randomforest	True	200	None
971	indv	39-dg	left	dlh1	classification	_downsample	randomforest	True	500	None
972	indv	39-dg	left	dlh1	classification	_downsample	randomforest	True	1000	None
973	indv	39-dg	left	dlh1	classification	_downsample	lr	True	100	None
974	indv	39-dg	left	dlh1	classification	_downsample	lr	True	200	None
975	indv	39-dg	left	dlh1	classification	_downsample	lr	True	500	None
976	indv	39-dg	left	dlh1	classification	_downsample	lr	True	1000	None
977	indv	39-dg	left	dlh1	classification	_smote	randomforest	True	100	None
978	indv	39-dg	left	dlh1	classification	_smote	randomforest	True	200	None
979	indv	39-dg	left	dlh1	classification	_smote	randomforest	True	500	None
980	indv	39-dg	left	dlh1	classification	_smote	randomforest	True	1000	None
981	indv	39-dg	left	dlh1	classification	_smote	lr	True	100	None
982	indv	39-dg	left	dlh1	classification	_smote	lr	True	200	None
983	indv	39-dg	left	dlh1	classification	_smote	lr	True	500	None
984	indv	39-dg	left	dlh1	classification	_smote	lr	True	1000	None
985	indv	39-dg	left	dlh2	classification	_None	randomforest	True	100	None
986	indv	39-dg	left	dlh2	classification	_None	randomforest	True	200	None
987	indv	39-dg	left	dlh2	classification	_None	randomforest	True	500	None
988	indv	39-dg	left	dlh2	classification	_None	randomforest	True	1000	None
989	indv	39-dg	left	dlh2	classification	_None	lr	True	100	None
990	indv	39-dg	left	dlh2	classification	_None	lr	True	200	None
991	indv	39-dg	left	dlh2	classification	_None	lr	True	500	None
992	indv	39-dg	left	dlh2	classification	_None	lr	True	1000	None
993	indv	39-dg	left	dlh2	classification	_downsample	randomforest	True	100	None
994	indv	39-dg	left	dlh2	classification	_downsample	randomforest	True	200	None
995	indv	39-dg	left	dlh2	classification	_downsample	randomforest	True	500	None
996	indv	39-dg	left	dlh2	classification	_downsample	randomforest	True	1000	None
997	indv	39-dg	left	dlh2	classification	_downsample	lr	True	100	None
998	indv	39-dg	left	dlh2	classification	_downsample	lr	True	200	None
999	indv	39-dg	left	dlh2	classification	_downsample	lr	True	500	None
1000	indv	39-dg	left	dlh2	classification	_downsample	lr	True	1000	None
1001	indv	39-dg	left	dlh2	classification	_smote	randomforest	True	100	None
1002	indv	39-dg	left	dlh2	classification	_smote	randomforest	True	200	None
1003	indv	39-dg	left	dlh2	classification	_smote	randomforest	True	500	None
1004	indv	39-dg	left	dlh2	classification	_smote	randomforest	True	1000	None
1005	indv	39-dg	left	dlh2	classification	_smote	lr	True	100	None
1006	indv	39-dg	left	dlh2	classification	_smote	lr	True	200	None
1007	indv	39-dg	left	dlh2	classification	_smote	lr	True	500	None
1008	indv	39-dg	left	dlh2	classification	_smote	lr	True	1000	None
1009	indv	4-rs	left	dlh0	classification	_None	randomforest	True	100	None
1010	indv	4-rs	left	dlh0	classification	_None	randomforest	True	200	None
1011	indv	4-rs	left	dlh0	classification	_None	randomforest	True	500	None
1012	indv	4-rs	left	dlh0	classification	_None	randomforest	True	1000	None
1013	indv	4-rs	left	dlh0	classification	_None	lr	True	100	None
1014	indv	4-rs	left	dlh0	classification	_None	lr	True	200	None
1015	indv	4-rs	left	dlh0	classification	_None	lr	True	500	None
1016	indv	4-rs	left	dlh0	classification	_None	lr	True	1000	None
1017	indv	4-rs	left	dlh0	classification	_downsample	randomforest	True	100	None
1018	indv	4-rs	left	dlh0	classification	_downsample	randomforest	True	200	None
1019	indv	4-rs	left	dlh0	classification	_downsample	randomforest	True	500	None
1020	indv	4-rs	left	dlh0	classification	_downsample	randomforest	True	1000	None
1021	indv	4-rs	left	dlh0	classification	_downsample	lr	True	100	None
1022	indv	4-rs	left	dlh0	classification	_downsample	lr	True	200	None
1023	indv	4-rs	left	dlh0	classification	_downsample	lr	True	500	None
1024	indv	4-rs	left	dlh0	classification	_downsample	lr	True	1000	None
1025	indv	4-rs	left	dlh0	classification	_smote	randomforest	True	100	None
1026	indv	4-rs	left	dlh0	classification	_smote	randomforest	True	200	None
1027	indv	4-rs	left	dlh0	classification	_smote	randomforest	True	500	None
1028	indv	4-rs	left	dlh0	classification	_smote	randomforest	True	1000	None
1029	indv	4-rs	left	dlh0	classification	_smote	lr	True	100	None
1030	indv	4-rs	left	dlh0	classification	_smote	lr	True	200	None
1031	indv	4-rs	left	dlh0	classification	_smote	lr	True	500	None
1032	indv	4-rs	left	dlh0	classification	_smote	lr	True	1000	None
1033	indv	4-rs	left	dlh1	classification	_None	randomforest	True	100	None
1034	indv	4-rs	left	dlh1	classification	_None	randomforest	True	200	None
1035	indv	4-rs	left	dlh1	classification	_None	randomforest	True	500	None
1036	indv	4-rs	left	dlh1	classification	_None	randomforest	True	1000	None
1037	indv	4-rs	left	dlh1	classification	_None	lr	True	100	None
1038	indv	4-rs	left	dlh1	classification	_None	lr	True	200	None
1039	indv	4-rs	left	dlh1	classification	_None	lr	True	500	None
1040	indv	4-rs	left	dlh1	classification	_None	lr	True	1000	None
1041	indv	4-rs	left	dlh1	classification	_downsample	randomforest	True	100	None
1042	indv	4-rs	left	dlh1	classification	_downsample	randomforest	True	200	None
1043	indv	4-rs	left	dlh1	classification	_downsample	randomforest	True	500	None
1044	indv	4-rs	left	dlh1	classification	_downsample	randomforest	True	1000	None
1045	indv	4-rs	left	dlh1	classification	_downsample	lr	True	100	None
1046	indv	4-rs	left	dlh1	classification	_downsample	lr	True	200	None
1047	indv	4-rs	left	dlh1	classification	_downsample	lr	True	500	None
1048	indv	4-rs	left	dlh1	classification	_downsample	lr	True	1000	None
1049	indv	4-rs	left	dlh1	classification	_smote	randomforest	True	100	None
1050	indv	4-rs	left	dlh1	classification	_smote	randomforest	True	200	None
