ArrayTaskID	Model_Type	Subject	Sensor	Hours	Event	Sampling	Model	Binary	Epochs	Callbacks
1	indv	3-jk	left	dlh0	classification	_None	randomforest	True	100	None
2	indv	3-jk	left	dlh0	classification	_None	randomforest	True	200	None
3	indv	3-jk	left	dlh0	classification	_None	randomforest	True	500	None
4	indv	3-jk	left	dlh0	classification	_None	randomforest	True	1000	None
5	indv	3-jk	left	dlh0	classification	_None	lr	True	100	None
6	indv	3-jk	left	dlh0	classification	_None	lr	True	200	None
7	indv	3-jk	left	dlh0	classification	_None	lr	True	500	None
8	indv	3-jk	left	dlh0	classification	_None	lr	True	1000	None
9	indv	3-jk	left	dlh0	classification	_downsample	randomforest	True	100	None
10	indv	3-jk	left	dlh0	classification	_downsample	randomforest	True	200	None
11	indv	3-jk	left	dlh0	classification	_downsample	randomforest	True	500	None
12	indv	3-jk	left	dlh0	classification	_downsample	randomforest	True	1000	None
13	indv	3-jk	left	dlh0	classification	_downsample	lr	True	100	None
14	indv	3-jk	left	dlh0	classification	_downsample	lr	True	200	None
15	indv	3-jk	left	dlh0	classification	_downsample	lr	True	500	None
16	indv	3-jk	left	dlh0	classification	_downsample	lr	True	1000	None
17	indv	3-jk	left	dlh0	classification	_smote	randomforest	True	100	None
18	indv	3-jk	left	dlh0	classification	_smote	randomforest	True	200	None
19	indv	3-jk	left	dlh0	classification	_smote	randomforest	True	500	None
20	indv	3-jk	left	dlh0	classification	_smote	randomforest	True	1000	None
21	indv	3-jk	left	dlh0	classification	_smote	lr	True	100	None
22	indv	3-jk	left	dlh0	classification	_smote	lr	True	200	None
23	indv	3-jk	left	dlh0	classification	_smote	lr	True	500	None
24	indv	3-jk	left	dlh0	classification	_smote	lr	True	1000	None
25	indv	3-jk	left	dlh1	classification	_None	randomforest	True	100	None
26	indv	3-jk	left	dlh1	classification	_None	randomforest	True	200	None
27	indv	3-jk	left	dlh1	classification	_None	randomforest	True	500	None
28	indv	3-jk	left	dlh1	classification	_None	randomforest	True	1000	None
29	indv	3-jk	left	dlh1	classification	_None	lr	True	100	None
30	indv	3-jk	left	dlh1	classification	_None	lr	True	200	None
31	indv	3-jk	left	dlh1	classification	_None	lr	True	500	None
32	indv	3-jk	left	dlh1	classification	_None	lr	True	1000	None
33	indv	3-jk	left	dlh1	classification	_downsample	randomforest	True	100	None
34	indv	3-jk	left	dlh1	classification	_downsample	randomforest	True	200	None
35	indv	3-jk	left	dlh1	classification	_downsample	randomforest	True	500	None
36	indv	3-jk	left	dlh1	classification	_downsample	randomforest	True	1000	None
37	indv	3-jk	left	dlh1	classification	_downsample	lr	True	100	None
38	indv	3-jk	left	dlh1	classification	_downsample	lr	True	200	None
39	indv	3-jk	left	dlh1	classification	_downsample	lr	True	500	None
40	indv	3-jk	left	dlh1	classification	_downsample	lr	True	1000	None
41	indv	3-jk	left	dlh1	classification	_smote	randomforest	True	100	None
42	indv	3-jk	left	dlh1	classification	_smote	randomforest	True	200	None
43	indv	3-jk	left	dlh1	classification	_smote	randomforest	True	500	None
44	indv	3-jk	left	dlh1	classification	_smote	randomforest	True	1000	None
45	indv	3-jk	left	dlh1	classification	_smote	lr	True	100	None
46	indv	3-jk	left	dlh1	classification	_smote	lr	True	200	None
47	indv	3-jk	left	dlh1	classification	_smote	lr	True	500	None
48	indv	3-jk	left	dlh1	classification	_smote	lr	True	1000	None
49	indv	3-jk	left	dlh2	classification	_None	randomforest	True	100	None
50	indv	3-jk	left	dlh2	classification	_None	randomforest	True	200	None
