ArrayTaskID	Model_Type	Subject	Sensor	Hours	Event	Sampling	Model	Binary	Epochs	Callbacks
1	indv	3-jk	left	dlh0	classification	_smote	randomforest	True	1000	None
2	indv	3-jk	left	dlh0	classification	_smote	lr	True	1000	None
3	indv	3-jk	left	dlh0	classification	_smote	sgd	True	1000	None
4	indv	3-jk	left	dlh0	classification	_None	randomforest	True	1000	None
5	indv	3-jk	left	dlh0	classification	_None	lr	True	1000	None
6	indv	3-jk	left	dlh0	classification	_None	sgd	True	1000	None
7	indv	3-jk	left	dlh0	classification	_downsample	randomforest	True	1000	None
8	indv	3-jk	left	dlh0	classification	_downsample	lr	True	1000	None
9	indv	3-jk	left	dlh0	classification	_downsample	sgd	True	1000	None
10	indv	3-jk	left	dlh1	classification	_smote	randomforest	True	1000	None
11	indv	3-jk	left	dlh1	classification	_smote	lr	True	1000	None
12	indv	3-jk	left	dlh1	classification	_smote	sgd	True	1000	None
13	indv	3-jk	left	dlh1	classification	_None	randomforest	True	1000	None
14	indv	3-jk	left	dlh1	classification	_None	lr	True	1000	None
15	indv	3-jk	left	dlh1	classification	_None	sgd	True	1000	None
16	indv	3-jk	left	dlh1	classification	_downsample	randomforest	True	1000	None
17	indv	3-jk	left	dlh1	classification	_downsample	lr	True	1000	None
18	indv	3-jk	left	dlh1	classification	_downsample	sgd	True	1000	None
19	indv	3-jk	left	dlh2	classification	_smote	randomforest	True	1000	None
20	indv	3-jk	left	dlh2	classification	_smote	lr	True	1000	None
21	indv	3-jk	left	dlh2	classification	_smote	sgd	True	1000	None
22	indv	3-jk	left	dlh2	classification	_None	randomforest	True	1000	None
23	indv	3-jk	left	dlh2	classification	_None	lr	True	1000	None
24	indv	3-jk	left	dlh2	classification	_None	sgd	True	1000	None
25	indv	3-jk	left	dlh2	classification	_downsample	randomforest	True	1000	None
26	indv	3-jk	left	dlh2	classification	_downsample	lr	True	1000	None
27	indv	3-jk	left	dlh2	classification	_downsample	sgd	True	1000	None
28	indv	1-sf	left	dlh0	classification	_smote	randomforest	True	1000	None
29	indv	1-sf	left	dlh0	classification	_smote	lr	True	1000	None
30	indv	1-sf	left	dlh0	classification	_smote	sgd	True	1000	None
31	indv	1-sf	left	dlh0	classification	_None	randomforest	True	1000	None
32	indv	1-sf	left	dlh0	classification	_None	lr	True	1000	None
33	indv	1-sf	left	dlh0	classification	_None	sgd	True	1000	None
34	indv	1-sf	left	dlh0	classification	_downsample	randomforest	True	1000	None
35	indv	1-sf	left	dlh0	classification	_downsample	lr	True	1000	None
36	indv	1-sf	left	dlh0	classification	_downsample	sgd	True	1000	None
37	indv	1-sf	left	dlh1	classification	_smote	randomforest	True	1000	None
38	indv	1-sf	left	dlh1	classification	_smote	lr	True	1000	None
39	indv	1-sf	left	dlh1	classification	_smote	sgd	True	1000	None
40	indv	1-sf	left	dlh1	classification	_None	randomforest	True	1000	None
41	indv	1-sf	left	dlh1	classification	_None	lr	True	1000	None
42	indv	1-sf	left	dlh1	classification	_None	sgd	True	1000	None
43	indv	1-sf	left	dlh1	classification	_downsample	randomforest	True	1000	None
44	indv	1-sf	left	dlh1	classification	_downsample	lr	True	1000	None
45	indv	1-sf	left	dlh1	classification	_downsample	sgd	True	1000	None
46	indv	1-sf	left	dlh2	classification	_smote	randomforest	True	1000	None
47	indv	1-sf	left	dlh2	classification	_smote	lr	True	1000	None
48	indv	1-sf	left	dlh2	classification	_smote	sgd	True	1000	None
49	indv	1-sf	left	dlh2	classification	_None	randomforest	True	1000	None
50	indv	1-sf	left	dlh2	classification	_None	lr	True	1000	None
51	indv	1-sf	left	dlh2	classification	_None	sgd	True	1000	None
52	indv	1-sf	left	dlh2	classification	_downsample	randomforest	True	1000	None
53	indv	1-sf	left	dlh2	classification	_downsample	lr	True	1000	None
54	indv	1-sf	left	dlh2	classification	_downsample	sgd	True	1000	None
55	indv	10-rc	left	dlh0	classification	_smote	randomforest	True	1000	None
56	indv	10-rc	left	dlh0	classification	_smote	lr	True	1000	None
57	indv	10-rc	left	dlh0	classification	_smote	sgd	True	1000	None
58	indv	10-rc	left	dlh0	classification	_None	randomforest	True	1000	None
59	indv	10-rc	left	dlh0	classification	_None	lr	True	1000	None
60	indv	10-rc	left	dlh0	classification	_None	sgd	True	1000	None
61	indv	10-rc	left	dlh0	classification	_downsample	randomforest	True	1000	None
62	indv	10-rc	left	dlh0	classification	_downsample	lr	True	1000	None
63	indv	10-rc	left	dlh0	classification	_downsample	sgd	True	1000	None
64	indv	10-rc	left	dlh1	classification	_smote	randomforest	True	1000	None
65	indv	10-rc	left	dlh1	classification	_smote	lr	True	1000	None
66	indv	10-rc	left	dlh1	classification	_smote	sgd	True	1000	None
67	indv	10-rc	left	dlh1	classification	_None	randomforest	True	1000	None
68	indv	10-rc	left	dlh1	classification	_None	lr	True	1000	None
69	indv	10-rc	left	dlh1	classification	_None	sgd	True	1000	None
70	indv	10-rc	left	dlh1	classification	_downsample	randomforest	True	1000	None
71	indv	10-rc	left	dlh1	classification	_downsample	lr	True	1000	None
72	indv	10-rc	left	dlh1	classification	_downsample	sgd	True	1000	None
73	indv	10-rc	left	dlh2	classification	_smote	randomforest	True	1000	None
74	indv	10-rc	left	dlh2	classification	_smote	lr	True	1000	None
75	indv	10-rc	left	dlh2	classification	_smote	sgd	True	1000	None
76	indv	10-rc	left	dlh2	classification	_None	randomforest	True	1000	None
77	indv	10-rc	left	dlh2	classification	_None	lr	True	1000	None
78	indv	10-rc	left	dlh2	classification	_None	sgd	True	1000	None
79	indv	10-rc	left	dlh2	classification	_downsample	randomforest	True	1000	None
80	indv	10-rc	left	dlh2	classification	_downsample	lr	True	1000	None
81	indv	10-rc	left	dlh2	classification	_downsample	sgd	True	1000	None
82	indv	12-mb	left	dlh0	classification	_smote	randomforest	True	1000	None
83	indv	12-mb	left	dlh0	classification	_smote	lr	True	1000	None
84	indv	12-mb	left	dlh0	classification	_smote	sgd	True	1000	None
85	indv	12-mb	left	dlh0	classification	_None	randomforest	True	1000	None
86	indv	12-mb	left	dlh0	classification	_None	lr	True	1000	None
87	indv	12-mb	left	dlh0	classification	_None	sgd	True	1000	None
88	indv	12-mb	left	dlh0	classification	_downsample	randomforest	True	1000	None
89	indv	12-mb	left	dlh0	classification	_downsample	lr	True	1000	None
90	indv	12-mb	left	dlh0	classification	_downsample	sgd	True	1000	None
91	indv	12-mb	left	dlh1	classification	_smote	randomforest	True	1000	None
92	indv	12-mb	left	dlh1	classification	_smote	lr	True	1000	None
93	indv	12-mb	left	dlh1	classification	_smote	sgd	True	1000	None
94	indv	12-mb	left	dlh1	classification	_None	randomforest	True	1000	None
95	indv	12-mb	left	dlh1	classification	_None	lr	True	1000	None
96	indv	12-mb	left	dlh1	classification	_None	sgd	True	1000	None
97	indv	12-mb	left	dlh1	classification	_downsample	randomforest	True	1000	None
98	indv	12-mb	left	dlh1	classification	_downsample	lr	True	1000	None
99	indv	12-mb	left	dlh1	classification	_downsample	sgd	True	1000	None
100	indv	12-mb	left	dlh2	classification	_smote	randomforest	True	1000	None
101	indv	12-mb	left	dlh2	classification	_smote	lr	True	1000	None
102	indv	12-mb	left	dlh2	classification	_smote	sgd	True	1000	None
103	indv	12-mb	left	dlh2	classification	_None	randomforest	True	1000	None
104	indv	12-mb	left	dlh2	classification	_None	lr	True	1000	None
105	indv	12-mb	left	dlh2	classification	_None	sgd	True	1000	None
106	indv	12-mb	left	dlh2	classification	_downsample	randomforest	True	1000	None
107	indv	12-mb	left	dlh2	classification	_downsample	lr	True	1000	None
108	indv	12-mb	left	dlh2	classification	_downsample	sgd	True	1000	None
109	indv	17-sb	left	dlh0	classification	_smote	randomforest	True	1000	None
110	indv	17-sb	left	dlh0	classification	_smote	lr	True	1000	None
111	indv	17-sb	left	dlh0	classification	_smote	sgd	True	1000	None
112	indv	17-sb	left	dlh0	classification	_None	randomforest	True	1000	None
113	indv	17-sb	left	dlh0	classification	_None	lr	True	1000	None
114	indv	17-sb	left	dlh0	classification	_None	sgd	True	1000	None
115	indv	17-sb	left	dlh0	classification	_downsample	randomforest	True	1000	None
116	indv	17-sb	left	dlh0	classification	_downsample	lr	True	1000	None
117	indv	17-sb	left	dlh0	classification	_downsample	sgd	True	1000	None
118	indv	17-sb	left	dlh1	classification	_smote	randomforest	True	1000	None
119	indv	17-sb	left	dlh1	classification	_smote	lr	True	1000	None
120	indv	17-sb	left	dlh1	classification	_smote	sgd	True	1000	None
121	indv	17-sb	left	dlh1	classification	_None	randomforest	True	1000	None
122	indv	17-sb	left	dlh1	classification	_None	lr	True	1000	None
123	indv	17-sb	left	dlh1	classification	_None	sgd	True	1000	None
124	indv	17-sb	left	dlh1	classification	_downsample	randomforest	True	1000	None
125	indv	17-sb	left	dlh1	classification	_downsample	lr	True	1000	None
126	indv	17-sb	left	dlh1	classification	_downsample	sgd	True	1000	None
127	indv	17-sb	left	dlh2	classification	_smote	randomforest	True	1000	None
128	indv	17-sb	left	dlh2	classification	_smote	lr	True	1000	None
129	indv	17-sb	left	dlh2	classification	_smote	sgd	True	1000	None
130	indv	17-sb	left	dlh2	classification	_None	randomforest	True	1000	None
131	indv	17-sb	left	dlh2	classification	_None	lr	True	1000	None
132	indv	17-sb	left	dlh2	classification	_None	sgd	True	1000	None
133	indv	17-sb	left	dlh2	classification	_downsample	randomforest	True	1000	None
134	indv	17-sb	left	dlh2	classification	_downsample	lr	True	1000	None
135	indv	17-sb	left	dlh2	classification	_downsample	sgd	True	1000	None
136	indv	19-me	left	dlh0	classification	_smote	randomforest	True	1000	None
137	indv	19-me	left	dlh0	classification	_smote	lr	True	1000	None
138	indv	19-me	left	dlh0	classification	_smote	sgd	True	1000	None
139	indv	19-me	left	dlh0	classification	_None	randomforest	True	1000	None
140	indv	19-me	left	dlh0	classification	_None	lr	True	1000	None
141	indv	19-me	left	dlh0	classification	_None	sgd	True	1000	None
142	indv	19-me	left	dlh0	classification	_downsample	randomforest	True	1000	None
143	indv	19-me	left	dlh0	classification	_downsample	lr	True	1000	None
144	indv	19-me	left	dlh0	classification	_downsample	sgd	True	1000	None
145	indv	19-me	left	dlh1	classification	_smote	randomforest	True	1000	None
146	indv	19-me	left	dlh1	classification	_smote	lr	True	1000	None
147	indv	19-me	left	dlh1	classification	_smote	sgd	True	1000	None
148	indv	19-me	left	dlh1	classification	_None	randomforest	True	1000	None
149	indv	19-me	left	dlh1	classification	_None	lr	True	1000	None
150	indv	19-me	left	dlh1	classification	_None	sgd	True	1000	None
151	indv	19-me	left	dlh1	classification	_downsample	randomforest	True	1000	None
152	indv	19-me	left	dlh1	classification	_downsample	lr	True	1000	None
153	indv	19-me	left	dlh1	classification	_downsample	sgd	True	1000	None
154	indv	19-me	left	dlh2	classification	_smote	randomforest	True	1000	None
155	indv	19-me	left	dlh2	classification	_smote	lr	True	1000	None
156	indv	19-me	left	dlh2	classification	_smote	sgd	True	1000	None
157	indv	19-me	left	dlh2	classification	_None	randomforest	True	1000	None
158	indv	19-me	left	dlh2	classification	_None	lr	True	1000	None
159	indv	19-me	left	dlh2	classification	_None	sgd	True	1000	None
160	indv	19-me	left	dlh2	classification	_downsample	randomforest	True	1000	None
161	indv	19-me	left	dlh2	classification	_downsample	lr	True	1000	None
162	indv	19-me	left	dlh2	classification	_downsample	sgd	True	1000	None
163	indv	2-bd	left	dlh0	classification	_smote	randomforest	True	1000	None
164	indv	2-bd	left	dlh0	classification	_smote	lr	True	1000	None
165	indv	2-bd	left	dlh0	classification	_smote	sgd	True	1000	None
166	indv	2-bd	left	dlh0	classification	_None	randomforest	True	1000	None
167	indv	2-bd	left	dlh0	classification	_None	lr	True	1000	None
168	indv	2-bd	left	dlh0	classification	_None	sgd	True	1000	None
169	indv	2-bd	left	dlh0	classification	_downsample	randomforest	True	1000	None
170	indv	2-bd	left	dlh0	classification	_downsample	lr	True	1000	None
171	indv	2-bd	left	dlh0	classification	_downsample	sgd	True	1000	None
172	indv	2-bd	left	dlh1	classification	_smote	randomforest	True	1000	None
173	indv	2-bd	left	dlh1	classification	_smote	lr	True	1000	None
174	indv	2-bd	left	dlh1	classification	_smote	sgd	True	1000	None
175	indv	2-bd	left	dlh1	classification	_None	randomforest	True	1000	None
